trip_id_unique_station,passengers_up
211556b1,1.184572598492243
211556b2,0.34637722160570217
211556b3,0.32567571044209365
211556b4,0.30483925898122866
211556b5,0.28329001877326543
211556b6,0.2608257343673792
211556b7,0.24070380526897883
211556b8,0.21847619888206293
211556b9,1.0901013212265265
211556b10,1.2339062966424434
211556b11,0.40279771302331324
211556b12,0.3811903948975196
211556b13,1.2636861777432435
211556b14,0.41794678974892807
211556b15,1.117836730291541
211556b16,0.2848445797366407
211556b17,1.4812446931934442
211556b18,1.6161755327782372
211556b19,1.7517736195944185
211556b20,1.6446471740877193
211556b21,1.706474962449147
211556b22,1.6029139583514058
211556b23,0.768711190219593
211556b24,1.4695617534999363
211556b25,1.201909707551291
211556b26,0.935726192530868
211556b27,0.8316713959929628
211556b28,0.0010751718457562287
211556b29,0.7099286470010436
211556b30,0.0
211556b31,0.0
211556b32,0.0
211556b33,0.4784861559043536
211556b34,0.0
211556b35,0.0
211556b36,0.0
211556b37,0.28895437862028617
211556b38,0.1870822636760957
211556b39,0.16169763358710698
417000a1,0.7847048698250767
417000a2,0.0
417000a3,0.8630871893713324
417000a4,0.030206168041047254
417000a5,0.9307885004657942
417000a6,1.0238226535298582
417000a7,1.467777919875298
417000a8,1.7929357700710993
417000a9,1.9977130890750976
417000a10,1.1602822233788832
417000a11,1.9469316133707035
417000a12,2.283694838518492
417000a13,2.376802406566405
417000a14,2.476098695501496
417000a15,2.224486649669924
417000a16,2.089156606268979
417000a17,2.185346340897798
417000a18,3.101939572354838
417000a19,2.9720642010788856
417000a20,2.9502499107486004
417000a21,2.581585094552427
417000a22,2.7964536556806943
417000a23,2.309061803168791
417000a24,2.1712871284331667
417000a25,2.0353349767661375
417000a26,1.8982456952312035
417000a27,1.6428961027764488
417000a28,1.7375486540878207
417000a29,1.4840043055400471
417000a30,0.881330832504562
417000a31,0.7424893275159762
417000a32,0.8376449578687399
417000a33,0.932541337634548
417000a34,0.7964533912039538
417000a35,0.5383305210443988
417000a36,0.16799587166645247
417000a37,0.0
417000a38,0.005942363504686465
315120c1,0.6358154998390158
315120c2,0.7535527138324944
315120c3,0.7262031483733593
315120c4,0.8317435629608634
315120c5,0.0
315120c6,0.9112593765302411
315120c7,0.0799707745927829
315120c8,1.0037139565278768
315120c9,1.3774279926703699
315120c10,1.7364804775392622
315120c11,1.9731951076361856
315120c12,1.8018777634011562
315120c13,1.6389728250790316
315120c14,0.7932852136715297
315120c15,1.3049791125426338
315120c16,1.003649694660992
315120c17,0.706485852275605
315120c18,0.5409769528162972
315120c19,0.0
315120c20,0.0
315120c21,0.0
315120c22,0.14333202693122704
315120c23,0.0
315120c24,0.0
315120c25,0.0
315120c26,0.0
315120c27,0.0
314669c1,0.29739321177725353
314669c2,0.26720790353255486
314669c3,1.103042172872088
314669c4,2.982505590115962
314669c5,3.4776781034520803
314669c6,3.7997316607839324
314669c7,4.120497560769595
314669c8,3.2907312343676858
314669c9,3.40022441149839
314669c10,2.69117188999918
314669c11,2.6716704028119818
314669c12,1.8344978831082812
314669c13,2.7934310879918893
314669c14,2.6019708871560807
314669c15,1.718359886499689
314669c16,0.8852493778061752
314669c17,2.0218727750972705
314669c18,1.8308862648897783
314669c19,1.6353980657915341
314669c20,1.4425357003316015
314669c21,0.6090513601681046
314669c22,1.2364161284819315
314669c23,0.3863432449328854
314669c24,1.5152627862355665
314669c25,0.6770621147328044
314669c26,0.6487874992918385
314669c27,0.6161043834124522
314669c28,0.589160531132904
314669c29,1.2012401737348517
314669c30,0.8275597423357492
314669c31,0.6224402687682126
314669c32,0.0
314669c33,0.3967814865049434
314669c34,0.5390073064434638
314669c35,0.33641119449182477
314669c36,0.0
314669c37,0.11809689982881122
314669c38,0.26575794848811396
314669c39,0.0652404570862617
314669c40,0.0
314669c41,0.0
111745b1,0.8063068604356134
111745b2,0.8982003545811826
111745b3,0.06405069329233637
111745b4,0.037119190734284935
111745b5,0.007997985731464485
111745b6,0.0
111745b7,0.0
111745b8,0.8497860128251141
111745b9,0.932743213504566
111745b10,0.09179914026396574
111745b11,0.06099216632410065
111745b12,0.7400883171192538
111745b13,0.8195658955451276
111745b14,0.0
111745b15,0.0
111745b16,0.0
111745b17,0.8016070678174276
111745b18,1.000596417862089
111745b19,0.1654438064196575
111745b20,0.14787272234183013
111745b21,0.12863796529628457
111745b22,0.8129334394698801
111745b23,0.7904119809779675
111745b24,0.0
111745b25,0.0
111745b26,0.95037435094437
111745b27,1.0335602800036752
111745b28,0.9064240557289485
111745b29,0.0682157544326667
111745b30,0.6357635898605424
111745b31,0.0
111745b32,0.4850945418771424
111745b33,0.0
111745b34,0.0
111745b35,0.0
111745b36,0.3843483888580269
111745b37,0.2517459631930503
111745b38,0.0
111745b39,0.0
